CASS,"CLIENT ASSETS (TERM DEPOSITS) INSTRUMENT 2018 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 137A (The FCA’s general rules); (2) section 137B (FCA general rules: clients’ money, right to rescind etc); (3) section 137T (General supplementary powers); (4) section 138C (Evidential provisions); and (5) section 139A (Power of the FCA to give guidance). B. The rule-making provisions listed above are specified for the purposes of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 22 January 2018. Amendments to the Handbook D. The Client Assets sourcebook (CASS) is amended in accordance with Annex A to this instrument. E. The Supervision manual (SUP) is amended in accordance with Annex B to this instrument. Citation F. This instrument may be cited as the Client Assets (Term Deposits) Instrument 2018. By order of the Board 18 January 2018"
CASS,"CLIENT ASSETS (INDIRECT CLEARING) INSTRUMENT 2017 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 137A (The FCA’s general rules); (2) section 137B (FCA general rules: clients’ money, right to rescind etc); (3) section 137T (General supplementary powers); and (4) section 139A (Power of the FCA to give guidance). B. The rule-making provisions listed above are specified for the purposes of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 3 January 2018. Amendments to the Handbook D. The Glossary of definitions is amended in accordance with Annex A to this instrument. E. The Client Assets sourcebook (CASS) is amended in accordance with Annex B to this instrument. F. The Financial Conduct Authority confirms and remakes in the Glossary of definitions the defined expression “EMIR L2 Regulation”. Citation G. This instrument may be cited as the Client Assets (Indirect Clearing) Instrument 2017. By order of the Board 7 December 2017"
CASS,"CLIENT ASSETS (CLIENT MONEY AND CUSTODY ASSETS DISTRIBUTION AND TRANSFERS) INSTRUMENT 2017 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 137A (The FCA’s general rules); (2) section 137B (FCA general rules: clients’ money, right to rescind etc); (3) section 137T (General supplementary powers); (4) section 138C (Evidential provisions); and (5) section 139A (Power of the FCA to give guidance). B. The rule-making provisions listed above are specified for the purposes of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 26 July 2017. Amendments to the Handbook D. The Glossary of definitions is amended in accordance with Annex A to this instrument. E. The Client Assets sourcebook (CASS) is amended in accordance with Annex B to this instrument. F. The Supervision manual (SUP) is amended in accordance with Annex C to this instrument. Citation G. This instrument may be cited as the Client Assets (Client Money and Custody Assets Distribution and Transfers) Instrument 2017. By order of the Board 20 July 2017"
CASS,CLIENT ASSETS SUPERVISION (P2P CASS AUDITS) INSTRUMENT 2017 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 137A (The FCA’s general rules); (2) section 137T (General supplementary powers); (3) section 139A (Power of the FCA to give guidance); and (4) section 340 (Appointment). B. The rule-making provisions listed above are specified for the purposes of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 21 August 2017. Amendments to the Handbook D. The Supervision manual (SUP) is amended in accordance with the Annex to this instrument. Citation E. This instrument may be cited as the Client Assets Supervision (P2P CASS Audits) Instrument 2017. By order of the Board 20 July 2017
CASS,"CLIENT ASSETS SOURCEBOOK (AMENDMENT NO 8) INSTRUMENT 2015 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 137A (The FCA’s general rules); (2) section 137B (FCA general rules: clients’ money, right to rescind etc); (3) section 137T (General supplementary powers); and (4) section 139A (Power of the FCA to give guidance). B. The rule-making powers listed above are specified for the purpose of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 1 June 2015 except for Part 1 of Annex B which comes into force on 1 May 2015. Amendments to the FCA Handbook D. The modules of the FCA’s Handbook of rules and guidance listed in column (1) below are amended in accordance with the Annexes to this instrument listed in column (2). (1) (2) Glossary of definitions Annex A Client Assets sourcebook (CASS) Annex B Consumer Credit sourcebook (CONC) Annex C Citation E. This instrument may be cited as Client Assets Sourcebook (Amendment No 8) Instrument 2015. By order of the Board of the Financial Conduct Authority 23 April 2015"
CASS,"CLIENT ASSETS SOURCEBOOK (AMENDMENT NO 7) INSTRUMENT 2014 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 137A (The FCA’s general rules); (2) section 137B (FCA general rules: clients’ money, right to rescind etc); (3) section 137T (General supplementary powers); and (4) section 139A (Power of the FCA to give guidance). B. The rule-making powers listed above are specified for the purpose of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 1 April 2015. Amendments to the FCA Handbook D. The modules of the FCA’s Handbook of rules and guidance listed in column (1) below are amended in accordance with the Annexes to this instrument listed in column (2). (1) (2) Glossary of definitions Annex A Client Assets sourcebook (CASS) Annex B Supervision manual (SUP) Annex C Citation E. This instrument may be cited as the Client Assets Sourcebook (Amendment No 7) Instrument 2014. By order of the Board of the Financial Conduct Authority 11 December 2014"
CASS,CLIENT ASSETS SOURCEBOOK (AMENDMENT NO 4) INSTRUMENT 2014 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the power in section 139A (Power of the FCA to give guidance) of the Financial Services and Markets Act 2000. Commencement B. This instrument comes into force on 1 April 2014. Amendments to the FCA Handbook C. The Client Assets sourcebook (CASS) is amended in accordance with the Annex to this instrument. Citation D. This instrument may be cited as the Client Assets Sourcebook (Amendment No 4) Instrument 2014. By order of the Board of the Financial Conduct Authority 27 March 2014
CASS,"CONSUMER CREDIT (DEBT MANAGEMENT CLIENT MONEY) (SUPPLEMENTARY AMENDMENTS) INSTRUMENT 2014 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the powers and related provisions in or under: (1) the following sections of the Financial Services and Markets Act 2000 (“the Act”): (a) section 137A (The FCA’s general rules); (b) section 137B (FCA general rules: clients’ money, right to rescind etc); (c) section 137T (General supplementary powers); and (d) section 139A (Power of the FCA to give guidance); and (2) the other rule and guidance making powers listed in Schedule 4 (Powers exercised) to the General Provisions of the FCA’s Handbook. B. The rule-making powers referred to above are specified for the purpose of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 1 April 2014. Amendments to the FCA Handbook D. The Client Assets sourcebook (CASS) is amended in accordance with the Annex to this instrument. Citation E. This instrument may be cited as the Consumer Credit (Debt Management Client Money) (Supplementary Amendments) Instrument 2014. By order of the Board of the Financial Conduct Authority 27 March 2014"
CASS,CLIENT ASSETS SOURCEBOOK (LIENS AMENDMENT) INSTRUMENT 2012 Powers exercised A. The Financial Services Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 138 (General rule-making power); (2) section 139 (Miscellaneous ancillary matters); (3) section 156 (General supplementary powers); and (4) section 157(1) (Guidance). B. The rule-making powers listed above are specified for the purpose of section 153(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 1 April 2012. Amendments to the Handbook D. The Client Assets sourcebook (CASS) is amended in accordance with the Annex to this instrument. Citation E. This instrument may be cited as the Client Assets Sourcebook (Liens Amendment) Instrument 2012. By order of the Board 19 January 2012
CASS,"CLIENT ASSETS SOURCEBOOK (COLLATERAL TRANSFER AND LIENS AMENDMENT) INSTRUMENT 2011 Powers exercised A. The Financial Services Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 138 (General rule-making power); (2) section 139 (Miscellaneous ancillary matters); (3) section 156 (General supplementary powers); and (4) section 157(1) (Guidance). B. The rule-making powers listed above are specified for the purpose of section 153(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force on 1 October 2011. Amendments to the Handbook D. The Client Assets sourcebook (CASS) is amended in accordance with the Annex to this instrument. Notes E. In the Annex to this instrument, the “notes” (indicated by “Note:”) are included for the convenience of readers but do not form part of the legislative text. Citation F. This instrument may be cited as the Client Assets Sourcebook (Collateral Transfer and Liens Amendment) Instrument 2011. By order of the Board 22 September 2011"
CASS,"CLIENT ASSETS SOURCEBOOK (AMENDMENT NO 6) INSTRUMENT 2014 Powers exercised A. The Financial Conduct Authority makes this instrument in the exercise of the following powers and related provisions in the Financial Services and Markets Act 2000 (“the Act”): (1) section 137A (The FCA’s general rules); (2) section 137B (FCA general rules: clients’ money, right to rescind etc); (3) section 137T (General supplementary powers); and (4) section 139A (Power of the FCA to give guidance). B. The rule-making powers listed above are specified for the purpose of section 138G(2) (Rule-making instruments) of the Act. Commencement C. This instrument comes into force as follows: (1) Annex A and Part 1 of Annex B to this instrument come into force on 1 July 2014. (2) Part 2 of Annex B to this instrument comes into force on 1 June 2015. Amendments to the FCA Handbook D. The Glossary of definitions is amended in accordance with Annex A to this instrument. E. The Client Assets sourcebook (CASS) is amended in accordance with Annex B to this instrument. Citation F. This instrument may be cited as the Client Assets Sourcebook (Amendment No 6) Instrument 2014. By order of the Board of the Financial Conduct Authority 26 June 2014"
